รหัสพรรค,ชื่อเขต,รหัสเขต,ชื่อพรรค,เปอร์เซ็น/คะแนน,ภูมิภาค
000,ลำปาง เขต4,A4804,บัตรเสีย,18,เหนือ
888,ลำปาง เขต4,A4804,ไม่ใช่สิทธิ์ลงคะแนน,15,เหนือ
999,สุพรรณบุรี เขต1,A4901,บัตรดี,,กลาง
034,สุพรรณบุรี เขต1,A4901,เพื่อไทย,9,กลาง
001,สุพรรณบุรี เขต1,A4901,ประชาธิปัตย์,17,กลาง
192,สุพรรณบุรี เขต1,A4901,พลังประชารัฐ,6,กลาง
177,สุพรรณบุรี เขต1,A4901,อนาคตใหม่,9,กลาง
063,สุพรรณบุรี เขต1,A4901,ภูมิใจไทย,16,กลาง
077,สุพรรณบุรี เขต1,A4901,พรรคไทยรักษาชาติ,17,กลาง
145,สุพรรณบุรี เขต1,A4901,เสรีรวมไทย,12,กลาง
181,สุพรรณบุรี เขต1,A4901,รวมพลังประชาชาติไทย,8,กลาง
000,สุพรรณบุรี เขต1,A4901,บัตรเสีย,6,กลาง
888,สุพรรณบุรี เขต1,A4901,ไม่ใช่สิทธิ์ลงคะแนน,0,กลาง
999,สุพรรณบุรี เขต2,A4902,บัตรดี,,กลาง
034,สุพรรณบุรี เขต2,A4902,เพื่อไทย,13,กลาง
001,สุพรรณบุรี เขต2,A4902,ประชาธิปัตย์,11,กลาง
192,สุพรรณบุรี เขต2,A4902,พลังประชารัฐ,14,กลาง
177,สุพรรณบุรี เขต2,A4902,อนาคตใหม่,5,กลาง
063,สุพรรณบุรี เขต2,A4902,ภูมิใจไทย,5,กลาง
077,สุพรรณบุรี เขต2,A4902,พรรคไทยรักษาชาติ,10,กลาง
145,สุพรรณบุรี เขต2,A4902,เสรีรวมไทย,8,กลาง
181,สุพรรณบุรี เขต2,A4902,รวมพลังประชาชาติไทย,5,กลาง
000,สุพรรณบุรี เขต2,A4902,บัตรเสีย,13,กลาง
888,สุพรรณบุรี เขต2,A4902,ไม่ใช่สิทธิ์ลงคะแนน,16,กลาง
999,สุพรรณบุรี เขต3,A4903,บัตรดี,,กลาง
034,สุพรรณบุรี เขต3,A4903,เพื่อไทย,18,กลาง
001,สุพรรณบุรี เขต3,A4903,ประชาธิปัตย์,5,กลาง
192,สุพรรณบุรี เขต3,A4903,พลังประชารัฐ,9,กลาง
177,สุพรรณบุรี เขต3,A4903,อนาคตใหม่,16,กลาง
063,สุพรรณบุรี เขต3,A4903,ภูมิใจไทย,5,กลาง
077,สุพรรณบุรี เขต3,A4903,พรรคไทยรักษาชาติ,6,กลาง
145,สุพรรณบุรี เขต3,A4903,เสรีรวมไทย,11,กลาง
181,สุพรรณบุรี เขต3,A4903,รวมพลังประชาชาติไทย,7,กลาง
000,สุพรรณบุรี เขต3,A4903,บัตรเสีย,16,กลาง
888,สุพรรณบุรี เขต3,A4903,ไม่ใช่สิทธิ์ลงคะแนน,7,กลาง
999,สุพรรณบุรี เขต4,A4904,บัตรดี,,กลาง
034,สุพรรณบุรี เขต4,A4904,เพื่อไทย,7,กลาง
001,สุพรรณบุรี เขต4,A4904,ประชาธิปัตย์,14,กลาง
192,สุพรรณบุรี เขต4,A4904,พลังประชารัฐ,13,กลาง
177,สุพรรณบุรี เขต4,A4904,อนาคตใหม่,13,กลาง
063,สุพรรณบุรี เขต4,A4904,ภูมิใจไทย,11,กลาง
077,สุพรรณบุรี เขต4,A4904,พรรคไทยรักษาชาติ,8,กลาง
145,สุพรรณบุรี เขต4,A4904,เสรีรวมไทย,11,กลาง
181,สุพรรณบุรี เขต4,A4904,รวมพลังประชาชาติไทย,8,กลาง
000,สุพรรณบุรี เขต4,A4904,บัตรเสีย,15,กลาง
888,สุพรรณบุรี เขต4,A4904,ไม่ใช่สิทธิ์ลงคะแนน,0,กลาง
999,กาญจนบุรี เขต1,A5001,บัตรดี,,ตะวันตก
034,กาญจนบุรี เขต1,A5001,เพื่อไทย,14,ตะวันตก
001,กาญจนบุรี เขต1,A5001,ประชาธิปัตย์,18,ตะวันตก
192,กาญจนบุรี เขต1,A5001,พลังประชารัฐ,10,ตะวันตก
177,กาญจนบุรี เขต1,A5001,อนาคตใหม่,5,ตะวันตก
063,กาญจนบุรี เขต1,A5001,ภูมิใจไทย,7,ตะวันตก
077,กาญจนบุรี เขต1,A5001,พรรคไทยรักษาชาติ,7,ตะวันตก
145,กาญจนบุรี เขต1,A5001,เสรีรวมไทย,12,ตะวันตก
181,กาญจนบุรี เขต1,A5001,รวมพลังประชาชาติไทย,15,ตะวันตก
000,กาญจนบุรี เขต1,A5001,บัตรเสีย,6,ตะวันตก
888,กาญจนบุรี เขต1,A5001,ไม่ใช่สิทธิ์ลงคะแนน,6,ตะวันตก
999,กาญจนบุรี เขต2,A5002,บัตรดี,,ตะวันตก
034,กาญจนบุรี เขต2,A5002,เพื่อไทย,7,ตะวันตก
001,กาญจนบุรี เขต2,A5002,ประชาธิปัตย์,13,ตะวันตก
192,กาญจนบุรี เขต2,A5002,พลังประชารัฐ,14,ตะวันตก
177,กาญจนบุรี เขต2,A5002,อนาคตใหม่,11,ตะวันตก
063,กาญจนบุรี เขต2,A5002,ภูมิใจไทย,5,ตะวันตก
077,กาญจนบุรี เขต2,A5002,พรรคไทยรักษาชาติ,10,ตะวันตก
145,กาญจนบุรี เขต2,A5002,เสรีรวมไทย,7,ตะวันตก
181,กาญจนบุรี เขต2,A5002,รวมพลังประชาชาติไทย,12,ตะวันตก
000,กาญจนบุรี เขต2,A5002,บัตรเสีย,14,ตะวันตก
888,กาญจนบุรี เขต2,A5002,ไม่ใช่สิทธิ์ลงคะแนน,6,ตะวันตก
999,กาญจนบุรี เขต3,A5003,บัตรดี,,ตะวันตก
034,กาญจนบุรี เขต3,A5003,เพื่อไทย,8,ตะวันตก
001,กาญจนบุรี เขต3,A5003,ประชาธิปัตย์,9,ตะวันตก
192,กาญจนบุรี เขต3,A5003,พลังประชารัฐ,15,ตะวันตก
177,กาญจนบุรี เขต3,A5003,อนาคตใหม่,12,ตะวันตก
063,กาญจนบุรี เขต3,A5003,ภูมิใจไทย,7,ตะวันตก
077,กาญจนบุรี เขต3,A5003,พรรคไทยรักษาชาติ,7,ตะวันตก
145,กาญจนบุรี เขต3,A5003,เสรีรวมไทย,19,ตะวันตก
181,กาญจนบุรี เขต3,A5003,รวมพลังประชาชาติไทย,6,ตะวันตก
000,กาญจนบุรี เขต3,A5003,บัตรเสีย,13,ตะวันตก
888,กาญจนบุรี เขต3,A5003,ไม่ใช่สิทธิ์ลงคะแนน,4,ตะวันตก
999,กาญจนบุรี เขต4,A5004,บัตรดี,,ตะวันตก
034,กาญจนบุรี เขต4,A5004,เพื่อไทย,15,ตะวันตก
001,กาญจนบุรี เขต4,A5004,ประชาธิปัตย์,6,ตะวันตก
192,กาญจนบุรี เขต4,A5004,พลังประชารัฐ,9,ตะวันตก
177,กาญจนบุรี เขต4,A5004,อนาคตใหม่,6,ตะวันตก
